מקור	יחידה	תביעות	צרכים	נפסלו-בהמצאה	מתגי-בעלים	ms	הערה
ג·mosad	mosad.sentences:210	0	0	0	0	0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)
ג·mosad	mosad.sentences:211	1	0	0	1	22	ישות-בלי-שקע
ג·mosad	mosad.sentences:212	0	0	0	0	0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)
ג·mosad	mosad.sentences:213	0	0	0	0	0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)
ג·mosad	mosad.sentences:214	0	0	0	0	0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)
ד·goals	goal:1	2	5	0	2	51	תביעה-חלקית
ד·goals	goals-5:1	4	0	0	4	18	אין-ישות
ד·goals	goals-5:2	3	4	0	3	43	ישות-בלי-שקע/תביעה-חלקית
ד·goals	goals-5:3	2	0	0	2	15	ישות-בלי-שקע/אין-ישות
ד·goals	goals-5:4	2	0	0	2	11	ישות-לא-מוכרעת/אין-ישות
ד·goals	goals-5:5	3	4	0	3	47	ישות-בלי-שקע/תביעה-חלקית/אין-ישות

מקור	יחידות	תביעות	צרכים	יחידות-עם-צרכים	נפסלו-בהמצאה	מתגי-בעלים	אין-תביעת-התנהגות	ms
א·nl	35	7	0	0	0	7	28	626
ב·specs	71	181	1	1	0	195	20	2567
ג·mosad	203	119	27	27	0	127	99	1659
ד·goals	6	16	13	3	0	16	0	185
סה"כ	315	323	41	31	0	345	147	5037
